"id","bigGat","shop_discount","real_discount"
"l-3851704","Одяг",62,22
"l-3851825","Одяг",71,30
"l-3851828","Одяг",71,46
"l-3851899","Одяг",51,1
"l-3851904","Одяг",62,-43
"l-3851905","Одяг",62,-52
"l-3851906","Одяг",62,-75
"l-3851911","Одяг",63,-44
"l-3851912","Одяг",63,-64
"l-3851913","Одяг",63,0
"l-3851914","Одяг",63,0
"l-3851915","Одяг",63,0
"l-3851916","Одяг",63,-24
"l-3851919","Одяг",63,1
"l-3851921","Одяг",62,0
"l-3851922","Одяг",62,0
"l-3851925","Одяг",62,0
"l-3851928","Одяг",62,0
"l-3851929","Одяг",62,0
"l-3851931","Одяг",62,-1
"l-3851932","Одяг",62,0
"l-3851934","Одяг",62,-1
"l-3851940","Одяг",62,1
"l-3851941","Одяг",62,-18
"l-3851942","Одяг",62,-3
"l-3851943","Одяг",62,-2
"l-3851944","Одяг",62,0
"l-3851945","Одяг",62,-26
"l-3851946","Одяг",62,0
"l-3853801","Одяг",81,0
"l-3853822","Одяг",81,0
"l-3861153","Сумки",80,16
"l-3861877","Одяг",71,0
"l-3863223","Одяг",63,0
"l-3863231","Одяг",62,-15
"l-3863239","Одяг",62,-36
"l-3863241","Одяг",62,0
"l-3863246","Одяг",62,0
"l-3867094","Одяг",81,-1
"l-3870502","Одяг",50,4
"l-3870503","Одяг",50,4
"l-3870504","Одяг",50,4
"l-3870505","Одяг",50,5
"l-3870509","Одяг",50,4
"l-3873231","Одяг",49,0
"l-3873232","Одяг",49,0
"l-3873233","Одяг",49,0
"l-3873241","Одяг",50,0
"l-3873246","Одяг",50,0
"l-3876125","Одяг",81,0
"l-3876126","Одяг",81,0
"l-3876129","Одяг",81,0
"l-3876132","Одяг",81,-1
"l-3879083","Одяг",75,31
"l-3880238","Одяг",83,47
"l-3882610","Одяг",72,25
"l-3882683","Одяг",71,32
"l-3882694","Одяг",71,17
"l-3882750","Одяг",72,-21
"l-3891724","Одяг",81,0
"l-3893738","Одяг",71,0
"l-3895448","Сумки",33,5
"l-3895670","Одяг",81,0
"l-3896505","Одяг",57,-2
"l-3896512","Одяг",60,-1
"l-3896545","Одяг",49,4
"l-3896546","Одяг",50,5
"l-3896547","Одяг",50,4
"l-3896549","Одяг",49,4
"l-3896551","Одяг",49,4
"l-3897684","Одяг",64,26
"l-3897694","Одяг",83,24
"l-3899253","Одяг",72,21
"l-3899318","Одяг",72,21
"l-3900326","Одяг",45,-2
"l-3904078","Одяг",81,0
"l-3904095","Одяг",81,0
"l-3904099","Одяг",81,0
"l-3906516","Одяг",57,-3
"l-3906517","Одяг",57,-2
"l-3906526","Одяг",59,-1
"l-3906528","Одяг",62,-1
"l-3906529","Одяг",62,-1
"l-3906530","Одяг",62,0
"l-3908416","Одяг",81,0
"l-3909351","Одяг",72,24
"l-3909352","Одяг",72,21
"l-3910603","Одяг",52,30
"l-3912046","Одяг",78,2
"l-3912066","Одяг",78,0
"l-3912079","Одяг",78,0
"l-3912100","Одяг",78,0
"l-3912113","Одяг",78,0
"l-3912156","Одяг",78,0
"l-3912204","Одяг",78,2
"l-3912245","Одяг",78,0
"l-3912246","Одяг",78,0
"l-3912247","Одяг",78,2
"l-3912263","Одяг",78,0
"l-3912287","Одяг",76,0
"l-3912343","Одяг",78,0
"l-3912345","Одяг",78,4
"l-3912376","Одяг",78,0
"l-3912554","Одяг",50,4
"l-3912556","Одяг",50,5
"l-3912559","Одяг",50,4
"l-3912561","Одяг",49,4
"l-3912786","Одяг",78,2
"l-3915270","Одяг",78,0
"l-3916414","Одяг",88,25
"l-3916420","Одяг",91,-1
"l-3916424","Одяг",89,1
"l-3916425","Одяг",90,16
"l-3916428","Одяг",91,31
"l-3916430","Одяг",88,8
"l-3916431","Одяг",88,25
"l-3916432","Одяг",88,1
"l-3916437","Одяг",90,40
"l-3916439","Одяг",89,-8
"l-3916440","Одяг",89,16
"l-3916441","Одяг",89,21
"l-3916444","Одяг",89,10
"l-3916446","Одяг",90,31
"l-3916447","Одяг",90,36
"l-3916448","Одяг",87,8
"l-3916453","Одяг",89,0
"l-3916454","Одяг",90,0
"l-3916459","Одяг",91,1
"l-3916468","Одяг",91,29
"l-3916470","Одяг",92,23
"l-3917166","Одяг",78,2
"l-3917263","Одяг",78,3
"l-3918315","Одяг",78,0
"l-3918341","Одяг",76,3
"l-3924034","Одяг",74,33
"l-3924035","Одяг",74,33
"l-3924036","Одяг",71,30
"l-3924037","Одяг",71,30
"l-3924038","Одяг",72,33
"l-3924039","Одяг",72,33
"l-3924040","Одяг",73,31
"l-3924041","Одяг",73,30
"l-3926382","Одяг",81,-1
"l-3926384","Одяг",81,0
"l-3926390","Одяг",81,-2
"l-3926417","Одяг",81,0
"l-3926421","Одяг",81,0
"l-3926422","Одяг",81,0
"l-3926435","Одяг",85,-1
"l-3927235","Одяг",59,0
"l-3927236","Одяг",59,0
"l-3927242","Одяг",71,0
"l-3927246","Одяг",71,0
"l-3929306","Одяг",33,3
"l-3929763","Одяг",81,-1
"l-3938543","Одяг",89,13
"l-3938544","Одяг",90,31
"l-3938545","Одяг",90,31
"l-3938546","Одяг",91,28
"l-3938547","Одяг",90,20
"l-3939024","Сумки",76,14
"l-3939373","Одяг",32,3
"l-3939906","Одяг",62,-75
"l-3939907","Одяг",62,0
"l-3939908","Одяг",62,-84
"l-3939912","Одяг",62,-36
"l-3939913","Одяг",62,-43
"l-3939922","Одяг",62,-48
"l-3939923","Одяг",62,-35
"l-3939932","Одяг",62,-18
"l-3940527","Одяг",34,34
"l-3940538","Одяг",35,28
"l-3946446","Одяг",53,-10
"l-3946447","Одяг",53,-10
"l-3946448","Одяг",53,-12
"l-3946449","Одяг",53,-9
"l-3946450","Одяг",53,-19
"l-3946451","Одяг",53,-9
"l-3946452","Одяг",53,-9
"l-3946453","Одяг",53,-9
"l-3946454","Одяг",53,-10
"l-3946455","Одяг",53,-5
"l-3946456","Одяг",53,-5
"l-3946457","Одяг",53,-6
"l-3946458","Одяг",53,-5
"l-3946459","Одяг",53,-6
"l-3946460","Одяг",53,-6
"l-3946461","Одяг",53,-8
"l-3946462","Одяг",53,-8
"l-3946463","Одяг",53,-8
"l-3946464","Одяг",53,-7
"l-3946465","Одяг",53,-5
"l-3946466","Одяг",53,-5
"l-3946467","Одяг",53,-14
"l-3946468","Одяг",53,-10
"l-3946469","Одяг",53,-10
"l-3946470","Одяг",53,-16
"l-3946471","Одяг",53,-16
"l-3946472","Одяг",53,-11
"l-3946473","Одяг",53,-13
"l-3946474","Одяг",53,-6
"l-3946475","Одяг",53,-6
"l-3946476","Одяг",53,-6
"l-3946477","Одяг",53,-9
"l-3946478","Одяг",53,-19
"l-3946479","Одяг",53,-9
"l-3946480","Одяг",53,-11
"l-3946481","Одяг",53,-6
"l-3946482","Одяг",53,-10
"l-3946483","Одяг",53,-10
"l-3946484","Одяг",53,-6
"l-3946485","Одяг",53,-6
"l-3946486","Одяг",53,-40
"l-3946487","Одяг",53,-56
"l-3946490","Одяг",53,-91
"l-3946491","Одяг",53,-31
"l-3946492","Одяг",53,-18
"l-3946493","Одяг",53,-19
"l-3946494","Одяг",53,-21
"l-3946495","Одяг",53,-19
"l-3946496","Одяг",53,-19
"l-3946497","Одяг",53,-20
"l-3946498","Одяг",53,-13
"l-3946499","Одяг",53,-13
"l-3946500","Одяг",53,-12
"l-3946501","Одяг",53,-13
"l-3946502","Одяг",53,-15
"l-3946503","Одяг",53,-15
"l-3950830","Одяг",63,-26
"l-3955731","Одяг",72,32
"l-3955732","Одяг",72,32
"l-3955733","Одяг",70,25
"l-3955734","Одяг",70,25
"l-3955735","Одяг",70,25
"l-3955736","Одяг",70,25
"l-3955738","Одяг",76,33
"l-3955739","Одяг",75,33
"l-3955740","Одяг",75,33
"l-3958978","Одяг",58,-2
"l-3958979","Одяг",58,-1
"l-3959285","Одяг",81,-2
"l-3960775","Одяг",72,21
"l-3961189","Одяг",62,-48
"l-3961192","Одяг",62,-34
"l-3962125","Одяг",49,0
"l-3963717","Одяг",50,5
"l-3963719","Одяг",50,5
"l-3963721","Одяг",50,5
"l-3963724","Одяг",50,4
"l-3963727","Одяг",50,4
"l-3966601","Одяг",66,40
"l-3966602","Одяг",66,43
"l-3966603","Одяг",65,41
"l-3966967","Одяг",65,41
"l-3966968","Одяг",66,45
"l-3966969","Одяг",66,41
"l-3966970","Одяг",70,44
"l-3966971","Одяг",66,42
"l-3966973","Одяг",66,45
"l-3966974","Одяг",66,43
"l-3967034","Одяг",66,44
"l-3967036","Одяг",66,43
"l-3967037","Одяг",68,29
"l-3967038","Одяг",66,42
"l-3967039","Одяг",66,42
"l-3967040","Одяг",66,42
"l-3967041","Одяг",66,41
"l-3967042","Одяг",66,42
"l-3967043","Одяг",66,42
"l-3967044","Одяг",65,40
"l-3973376","Одяг",77,-2
"l-3973379","Одяг",77,-1
"l-3983834","Одяг",81,-2
"l-3983840","Одяг",81,-2
"l-3983842","Одяг",81,-2
"l-3983846","Одяг",80,-2
"l-3983847","Одяг",81,-1
"l-3983848","Одяг",81,0
"l-3983849","Одяг",81,0
"l-3983850","Одяг",81,-1
"l-3984516","Одяг",37,37
"l-3984519","Одяг",34,27
"l-3992133","Одяг",72,21
"l-3992152","Одяг",72,21
"l-3992203","Одяг",71,17
"l-3992214","Одяг",72,21
"l-3992249","Одяг",72,19
"l-3993183","Одяг",77,-1
"l-3997195","Одяг",89,20
"l-3997203","Одяг",91,21
"l-3997208","Одяг",88,0
"l-3997209","Одяг",88,25
"l-3997211","Одяг",88,25
"l-3997212","Одяг",88,0
"l-3997213","Одяг",88,25
"l-3997215","Одяг",88,25
"l-3997217","Одяг",88,6
"l-3997221","Одяг",90,39
"l-3997222","Одяг",90,29
"l-3997225","Одяг",90,36
"l-3997231","Одяг",88,-34
"l-3997233","Одяг",89,21
"l-3997234","Одяг",91,37
"l-3997235","Одяг",91,35
"l-3997238","Одяг",90,36
"l-3997244","Одяг",91,30
"l-3997246","Одяг",91,14
"l-3997247","Одяг",91,27
"l-3997250","Одяг",90,-1
"l-3997251","Одяг",90,0
"l-3997257","Одяг",90,39
"l-3997258","Одяг",90,40
"l-3997259","Одяг",89,27
"l-3997260","Одяг",90,39
"l-3997265","Одяг",91,41
"l-3997266","Одяг",91,41
"l-3997268","Одяг",90,32
"l-3997269","Одяг",90,32
"l-3997273","Одяг",90,40
"l-3997276","Одяг",90,42
"l-3997277","Одяг",89,12
"l-3997284","Одяг",90,38
"l-3997289","Одяг",90,42
"l-3997296","Одяг",90,29
"l-3997299","Одяг",89,30
"l-3997300","Одяг",88,31
"l-3997301","Одяг",92,18
"l-3997303","Одяг",91,1
"l-3997305","Одяг",89,25
"l-3997312","Одяг",89,33
"l-3997314","Одяг",89,8
"l-3997319","Одяг",91,39
"l-3997323","Одяг",90,42
"l-3997329","Одяг",90,34
"l-3997332","Одяг",90,41
"l-3997334","Одяг",91,24
"l-3997335","Одяг",91,40
"l-3997337","Одяг",90,28
"l-3997339","Одяг",90,40
"l-3997340","Одяг",90,30
"l-3997341","Одяг",90,14
"l-3997343","Одяг",90,32
"l-3997345","Одяг",90,31
"l-3997347","Одяг",89,27
"l-3997350","Одяг",90,40
"l-3997351","Одяг",90,25
"l-3997352","Одяг",90,42
"l-3997353","Одяг",90,33
"l-3997354","Одяг",85,14
"l-3997355","Одяг",90,31
"l-3997356","Одяг",91,31
"l-3997359","Одяг",89,29
"l-3997360","Одяг",91,1
"l-3997363","Одяг",90,31
"l-3997364","Одяг",90,1
"l-3997367","Одяг",89,29
"l-3997368","Одяг",89,28
"l-3997370","Одяг",89,33
"l-3997373","Одяг",89,29
"l-3997374","Одяг",89,29
"l-3997382","Одяг",89,28
"l-3997386","Одяг",90,37
"l-3997387","Одяг",90,43
"l-3997392","Одяг",90,25
"l-3997393","Одяг",90,31
"l-3997394","Одяг",89,14
"l-3997395","Одяг",90,36
"l-3997402","Одяг",91,40
"l-3997405","Одяг",91,30
"l-3997408","Одяг",90,43
"l-3997412","Одяг",89,25
"l-3997413","Одяг",90,34
"l-3997414","Одяг",90,37
"l-3997422","Одяг",90,27
"l-3997423","Одяг",90,25
"l-3997424","Одяг",91,0
"l-3997426","Одяг",90,43
"l-3997427","Одяг",90,32
"l-3997428","Одяг",89,34
"l-3997430","Одяг",90,31
"l-3997431","Одяг",89,32
"l-3997432","Одяг",89,33
"l-3997434","Одяг",91,30
"l-3997435","Одяг",91,39
"l-3997436","Одяг",90,30
"l-3997437","Одяг",88,27
"l-3997442","Одяг",91,20
"l-3997447","Одяг",90,31
"l-3997448","Одяг",90,26
"l-3997449","Одяг",91,39
"l-3997450","Одяг",91,45
"l-3997453","Одяг",89,33
"l-3997454","Одяг",89,27
"l-3997455","Одяг",89,39
"l-3997456","Одяг",89,33
"l-3997457","Одяг",89,15
"l-3997460","Одяг",91,45
"l-3997461","Одяг",91,41
"l-3997465","Одяг",90,37
"l-3997468","Одяг",86,0
"l-3997470","Одяг",90,27
"l-3997473","Одяг",91,-1
"l-3997474","Одяг",91,1
"l-3997480","Одяг",89,7
"l-3997482","Одяг",88,15
"l-3997487","Одяг",89,16
"l-3997488","Одяг",89,28
"l-3997489","Одяг",89,23
"l-3997503","Одяг",90,34
"l-3997509","Одяг",89,26
"l-3997533","Одяг",91,27
"l-3997534","Одяг",86,1
"l-3997549","Одяг",89,0
"l-3997550","Одяг",89,0
"l-3997556","Одяг",89,0
"l-3997563","Одяг",88,2
"l-3997565","Одяг",90,0
"l-3997567","Одяг",90,22
"l-3997569","Одяг",85,1
"l-3997574","Одяг",89,25
"l-3997577","Одяг",88,0
"l-3997587","Одяг",87,1
"l-3997595","Одяг",88,33
"l-3997603","Одяг",88,1
"l-3997606","Одяг",88,0
"l-3997609","Одяг",89,25
"l-3997643","Одяг",90,0
"l-3997646","Одяг",91,-1
"l-3997649","Одяг",89,0
"l-3997656","Одяг",91,22
"l-3997658","Одяг",89,34
"l-3997659","Одяг",89,25
"l-3997660","Одяг",89,30
"l-3997661","Одяг",89,23
"l-3997673","Одяг",89,0
"l-3997677","Одяг",89,8
"l-3997678","Одяг",89,0
"l-3997682","Одяг",87,0
"l-3997691","Одяг",89,1
"l-3997693","Одяг",91,33
"l-3997695","Одяг",89,1
"l-3997697","Одяг",88,0
"l-3997700","Одяг",91,0
"l-3997704","Одяг",89,1
"l-3997713","Одяг",89,0
"l-3997714","Одяг",90,20
"l-3997728","Одяг",89,1
"l-3997731","Одяг",91,1
"l-3997738","Одяг",91,0
"l-3997739","Одяг",88,8
"l-3997741","Одяг",91,22
"l-3997742","Одяг",90,0
"l-3997745","Одяг",90,-1
"l-3997748","Одяг",92,22
"l-3997768","Одяг",89,1
"l-3997782","Одяг",89,1
"l-3997789","Одяг",90,-1
"l-3997856","Одяг",90,0
"l-3997874","Одяг",91,14
"l-3997911","Одяг",91,26
"l-3997925","Одяг",91,0
"l-3997930","Одяг",90,33
"l-3997932","Одяг",90,33
"l-4000546","Одяг",72,29
"l-4000547","Одяг",72,29
"l-4000550","Одяг",72,28
"l-4000551","Одяг",72,28
"l-4000552","Одяг",72,26
"l-4000553","Одяг",72,26
"l-4000557","Одяг",73,27
"l-4000561","Одяг",72,33
"l-4002298","Одяг",81,-2
"l-4002604","Одяг",89,30
"l-4002612","Одяг",89,39
"l-4002613","Одяг",90,1
"l-4002616","Одяг",89,35
"l-4002620","Одяг",90,33
"l-4002627","Одяг",90,13
"l-4002631","Одяг",89,22
"l-4002632","Одяг",90,0
"l-4002633","Одяг",89,27
"l-4002637","Одяг",89,38
"l-4002638","Одяг",89,29
"l-4002643","Одяг",89,22
"l-4002651","Одяг",90,35
"l-4002653","Одяг",89,35
"l-4002656","Одяг",91,27
"l-4002661","Одяг",89,34
"l-4002663","Одяг",84,1
"l-4002664","Одяг",89,33
"l-4002666","Одяг",90,40
"l-4002669","Одяг",91,50
"l-4002670","Одяг",91,40
"l-4002673","Одяг",90,1
"l-4002674","Одяг",90,29
"l-4002678","Одяг",91,39
"l-4002681","Одяг",91,47
"l-4002682","Одяг",88,14
"l-4002687","Одяг",91,1
"l-4002690","Одяг",91,18
"l-4002693","Одяг",91,15
"l-4002695","Одяг",87,17
"l-4002697","Одяг",89,12
"l-4002699","Одяг",89,33
"l-4002702","Одяг",90,30
"l-4002705","Одяг",91,36
"l-4002709","Одяг",89,12
"l-4002710","Одяг",90,31
"l-4002711","Одяг",89,21
"l-4002714","Одяг",91,51
"l-4002716","Одяг",90,28
"l-4002721","Одяг",90,30
"l-4002722","Одяг",90,41
"l-4002723","Одяг",90,41
"l-4002731","Одяг",91,39
"l-4002733","Одяг",91,1
"l-4002734","Одяг",91,34
"l-4002735","Одяг",89,29
"l-4002740","Одяг",90,21
"l-4002745","Одяг",89,32
"l-4002747","Одяг",90,36
"l-4002752","Одяг",85,8
"l-4002753","Одяг",90,0
"l-4002754","Одяг",89,6
"l-4002757","Одяг",90,43
"l-4007121","Одяг",90,0
"l-4007123","Одяг",91,20
"l-4007127","Одяг",90,0
"l-4007147","Одяг",88,-1
"l-4007151","Одяг",88,14
"l-4007157","Одяг",90,0
"l-4007159","Одяг",90,0
"l-4007166","Одяг",89,20
"l-4007173","Одяг",90,38
"l-4007177","Одяг",90,39
"l-4007178","Одяг",90,44
"l-4007179","Одяг",90,40
"l-4007181","Одяг",89,25
"l-4007183","Одяг",90,33
"l-4007185","Одяг",90,42
"l-4007187","Одяг",90,16
"l-4007190","Одяг",90,41
"l-4007199","Одяг",90,44
"l-4007202","Одяг",89,33
"l-4007206","Одяг",91,37
"l-4007209","Одяг",90,32
"l-4007210","Одяг",89,33
"l-4007224","Одяг",91,37
"l-4007236","Одяг",92,20
"l-4007237","Одяг",92,25
"l-4007252","Одяг",88,-1
"l-4007256","Одяг",88,0
"l-4007271","Одяг",90,2
"l-4007285","Одяг",90,1
"l-4007287","Одяг",90,1
"l-4009361","Одяг",27,-2
"l-4010787","Сумки",83,12
"l-4010817","Сумки",83,16
"l-4010854","Сумки",82,4
"l-4021149","Одяг",81,-1
"l-4021154","Одяг",81,0
"l-4021156","Одяг",81,-1
"l-4021163","Одяг",81,-1
"l-4021173","Одяг",81,-1
"l-4021175","Одяг",81,-2
"l-4021187","Одяг",81,-3
"l-4022062","Сумки",82,13
"l-4022067","Сумки",85,21
"l-4022080","Сумки",81,14
"l-4022081","Сумки",75,4
"l-4022098","Сумки",82,18
"l-4022100","Сумки",86,20
"l-4022106","Сумки",85,22
"l-4022110","Сумки",81,14
"l-4022161","Сумки",84,14
"l-4022477","Одяг",81,0
"l-4022479","Одяг",81,-1
"l-4022491","Одяг",81,-2
"l-4022498","Одяг",81,-1
"l-4022501","Одяг",81,-2
"l-4028051","Одяг",81,0
"l-4028052","Одяг",81,0
"l-4028057","Одяг",81,0
"l-4028058","Одяг",81,2
"l-4028059","Одяг",81,-1
"l-4028061","Одяг",81,1
"l-4028062","Одяг",81,1
"l-4028067","Одяг",81,2
"l-4028078","Одяг",81,-1
"l-4028090","Одяг",75,0
"l-4028092","Одяг",75,-1
"l-4028095","Одяг",74,0
"l-4028096","Одяг",74,-1
"l-4028100","Одяг",81,-2
"l-4028101","Одяг",81,-1
"l-4028103","Одяг",81,-2
"l-4028104","Одяг",81,-1
"l-4028107","Одяг",81,0
"l-4028109","Одяг",81,0
"l-4028110","Одяг",81,-1
"l-4028119","Одяг",77,-1
"l-4031592","Одяг",50,5
"l-4031594","Одяг",50,4
"l-4031599","Одяг",50,4
"l-4031602","Одяг",49,4
"l-4031606","Одяг",50,5
"l-4041750","Одяг",72,29
"l-4041751","Одяг",72,29
"l-4041753","Одяг",74,36
"l-4041755","Одяг",74,30
"l-4041757","Одяг",74,30
"l-4042180","Одяг",81,1
"l-4042185","Одяг",81,-1
"l-4042186","Одяг",74,-2
"l-4042187","Одяг",74,-1
"l-4042188","Одяг",81,2
"l-4042189","Одяг",81,3
"l-4042190","Одяг",81,3
"l-4042191","Одяг",77,-1
"l-4042193","Одяг",75,-2
"l-4042848","Сумки",72,7
"l-4043189","Одяг",55,12
"l-4051578","Одяг",98,31
"l-4051583","Одяг",95,21
"l-4051584","Одяг",97,19
"l-4051585","Одяг",96,18
"l-4051592","Одяг",95,11
"l-4051593","Одяг",92,19
"l-4052022","Одяг",81,-2
"l-4052024","Одяг",77,0
"l-4058090","Одяг",81,-1
"l-4058094","Одяг",81,-1
"l-4058095","Одяг",81,0
"l-4058096","Одяг",81,1
"l-4058099","Одяг",81,2
"l-4058110","Одяг",81,-2
"l-4058111","Одяг",81,-1
"l-4058112","Одяг",81,1
"l-4058113","Одяг",81,-2
"l-4058121","Одяг",81,-1
"l-4058126","Одяг",81,0
"l-4058227","Одяг",30,13
"l-4058229","Одяг",22,9
"l-4058230","Одяг",22,8
"l-4058231","Одяг",22,8
"l-4064990","Одяг",81,0
"l-4064991","Одяг",81,0
"l-4064994","Одяг",81,-2
"l-4065006","Одяг",81,-1
"l-4065010","Одяг",81,-2
"l-4065022","Одяг",81,-1
"l-4065023","Одяг",81,-1
"l-4065027","Одяг",81,-1
"l-4065029","Одяг",81,-2
"l-4065031","Одяг",81,-1
"l-4065035","Одяг",81,-1
"l-4065037","Одяг",81,1
"l-4065038","Одяг",81,-1
"l-4065039","Одяг",81,0
"l-4065040","Одяг",81,1
"l-4065041","Одяг",77,-1
"l-4065842","Одяг",98,26
"l-4065886","Одяг",90,18
"l-4066009","Одяг",93,21
"l-4068453","Одяг",81,1
"l-4068460","Одяг",75,-1
"l-4068463","Одяг",81,0
"l-4068472","Одяг",81,-1
"l-4068474","Одяг",81,-1
"l-4068489","Одяг",81,-3
"l-4071501","Одяг",73,43
"l-4071508","Одяг",71,39
"l-4071518","Одяг",65,42
"l-4071519","Одяг",65,42
"l-4071520","Одяг",65,42
"l-4078878","Одяг",81,-1
"l-4085627","Одяг",89,0
"l-4090083","Одяг",72,20
"l-4090134","Одяг",72,21
"l-4092862","Одяг",81,-1
"l-4092866","Одяг",81,0
"l-4092872","Одяг",81,-2
"l-4092875","Одяг",81,0
"l-4092879","Одяг",81,0
"l-4092886","Одяг",77,-3
"l-4092896","Одяг",81,-2
"l-4103038","Одяг",62,0
"l-4103039","Одяг",62,-33
"l-4103041","Одяг",62,0
"l-4103049","Одяг",62,-34
"l-4103050","Одяг",62,-6
"l-4103051","Одяг",62,1
"l-4103052","Одяг",62,2
"l-4103062","Одяг",62,-47
"l-4103065","Одяг",62,-27
"l-4103066","Одяг",62,0
"l-4103067","Одяг",62,0
"l-4109560","Одяг",81,-1
"l-4109571","Одяг",81,-1
"l-4109572","Одяг",81,-1
"l-4109573","Одяг",81,2
"l-4112907","Одяг",81,-2
"l-4112908","Одяг",81,1
"l-4113515","Одяг",31,2
"l-4113664","Одяг",50,5
"l-4113666","Одяг",50,5
"l-4113668","Одяг",50,5
"l-4113676","Сумки",72,21
"l-4113677","Сумки",72,22
"l-4113679","Сумки",72,9
"l-4113680","Сумки",72,3
"l-4113682","Сумки",72,9
"l-4113683","Сумки",72,9
"l-4113684","Сумки",72,9
"l-4113697","Сумки",71,11
"l-4113713","Сумки",72,10
"l-4113717","Сумки",72,10
"l-4113728","Сумки",72,15
"l-4117319","Одяг",29,-65
"l-4119057","Одяг",81,-1
"l-4119058","Одяг",81,-2
"l-4119062","Одяг",81,-2
"l-4119074","Одяг",81,-2
"l-4119087","Одяг",81,-2
"l-4121700","Одяг",71,25
"l-4121871","Одяг",71,19
"l-4122009","Одяг",72,21
"l-4122217","Одяг",72,19
"l-4122323","Одяг",75,-3
"l-4122497","Одяг",72,17
"l-4122558","Одяг",71,19
"l-4122594","Одяг",71,-22
"l-4123015","Одяг",71,18
"l-4130114","Одяг",38,5
"l-4130455","Одяг",48,1
"l-4131726","Сумки",72,17
"l-4131729","Сумки",72,7
"l-4131731","Сумки",72,7
"l-4131755","Сумки",72,8
"l-4131771","Сумки",72,10
"l-4131780","Сумки",72,11
"l-4131782","Сумки",72,10
"l-4131785","Сумки",72,9
"l-4131787","Сумки",75,20
"l-4131791","Сумки",72,10
"l-4131792","Сумки",75,20
"l-4131793","Сумки",72,10
"l-4131794","Сумки",75,20
"l-4133098","Одяг",62,0
"l-4133105","Одяг",62,0
"l-4133107","Одяг",62,-29
"l-4133298","Одяг",62,-76
"l-4133366","Одяг",62,-38
"l-4133367","Одяг",62,6
"l-4133761","Одяг",56,2
"l-4133762","Одяг",56,2
"l-4133763","Одяг",56,2
"l-4133764","Одяг",56,2
"l-4133765","Одяг",56,2
"l-4133766","Одяг",56,2
"l-4133767","Одяг",56,2
"l-4134523","Сумки",53,0
"l-4134524","Сумки",53,0
"l-4134705","Одяг",81,-1
"l-4134709","Одяг",78,1
"l-4134712","Одяг",81,0
"l-4137084","Одяг",81,-1
"l-4137090","Одяг",81,-1
"l-4137095","Одяг",77,-1
"l-4137097","Одяг",77,-2
"l-4137099","Одяг",81,-1
"l-4137105","Одяг",65,43
"l-4137106","Одяг",65,35
"l-4137107","Одяг",65,46
"l-4139072","Одяг",52,32
"l-4141546","Одяг",55,0
"l-4141548","Одяг",55,9
"l-4142189","Одяг",70,-27
"l-4144083","Одяг",31,-2
"l-4144179","Одяг",75,37
"l-4144184","Одяг",75,37
"l-4144186","Одяг",70,25
"l-4144188","Одяг",70,25
"l-4144190","Одяг",70,25
"l-4144192","Одяг",74,36
"l-4144196","Одяг",72,29
"l-4145420","Сумки",53,0
"l-4145423","Сумки",53,0
"l-4145733","Одяг",70,31
"l-4145748","Одяг",70,29
"l-4148753","Сумки",72,6
"l-4148755","Сумки",75,22
"l-4148756","Сумки",72,11
"l-4148758","Сумки",75,19
"l-4148760","Сумки",72,10
"l-4148763","Сумки",75,20
"l-4148764","Сумки",75,20
"l-4148765","Сумки",75,20
"l-4148766","Сумки",75,20
"l-4148767","Сумки",75,19
"l-4148768","Сумки",75,19
"l-4148770","Сумки",75,19
"l-4148771","Сумки",75,19
"l-4148776","Сумки",75,18
"l-4148777","Сумки",75,18
"l-4148780","Сумки",75,18
"l-4148781","Сумки",75,18
"l-4148789","Сумки",72,10
"l-4148821","Сумки",71,16
"l-4152463","Одяг",81,-1
"l-4152466","Одяг",81,-2
"l-4152473","Одяг",81,-1
"l-4152479","Одяг",81,-2
"l-4152906","Одяг",64,27
"l-4152908","Одяг",64,27
"l-4152910","Одяг",64,27
"l-4152911","Одяг",64,27
"l-4152912","Одяг",60,21
"l-4152913","Одяг",60,21
"l-4152917","Одяг",72,42
"l-4152918","Одяг",72,42
"l-4152919","Одяг",72,42
"l-4152920","Одяг",72,43
"l-4152921","Одяг",72,43
"l-4155032","Одяг",66,31
"l-4155035","Одяг",66,32
"l-4156775","Одяг",81,-1
"l-4156779","Одяг",81,-1
"l-4156781","Одяг",81,-1
"l-4156782","Одяг",81,0
"l-4156784","Одяг",80,-1
"l-4156785","Одяг",80,-1
"l-4160880","Одяг",81,-1
"l-4160885","Одяг",81,-3
"l-4160893","Одяг",81,-1
"l-4160894","Одяг",81,-1
"l-4160895","Одяг",81,-1
"l-4160901","Одяг",77,-1
"l-4160902","Одяг",78,0
"l-4162754","Одяг",53,8
"l-4162755","Одяг",53,10
"l-4162756","Одяг",53,10
"l-4162757","Одяг",53,10
"l-4162758","Одяг",53,11
"l-4162759","Одяг",53,10
"l-4162760","Одяг",53,10
"l-4162761","Одяг",53,8
"l-4162803","Одяг",53,9
"l-4162804","Одяг",53,12
"l-4162815","Одяг",53,12
"l-4162816","Одяг",53,9
"l-4162820","Одяг",53,13
"l-4162821","Одяг",53,10
"l-4162822","Одяг",53,9
"l-4162823","Одяг",53,9
"l-4162824","Одяг",53,8
"l-4162827","Одяг",53,10
"l-4162828","Одяг",53,13
"l-4162829","Одяг",53,10
"l-4162831","Одяг",53,10
