"id","bigGat","shop_discount","real_discount"
"l-4600462","Одяг",54,0
"l-4600463","Одяг",54,0
"l-4600464","Одяг",54,0
"l-4600465","Одяг",54,0
"l-4600535","Одяг",54,0
"l-4600537","Одяг",54,0
"l-4600538","Одяг",54,0
"l-4600540","Одяг",54,0
"l-4600541","Одяг",54,0
"l-4600542","Одяг",54,0
"l-4600543","Одяг",54,0
"l-4600544","Одяг",68,29
"l-4601307","Сумки",72,10
"l-4601308","Сумки",72,10
"l-4601432","Одяг",54,0
"l-4601449","Одяг",54,0
"l-4601456","Одяг",54,0
"l-4601493","Одяг",54,0
"l-4601739","Одяг",54,0
"l-4601839","Одяг",54,0
"l-4601873","Одяг",54,0
"l-4602056","Одяг",54,0
"l-4602203","Одяг",54,0
"l-4602233","Одяг",54,0
"l-4606391","Сумки",78,15
"l-4606947","Сумки",72,9
"l-4606948","Сумки",72,9
"l-4606951","Сумки",72,8
"l-4606952","Сумки",72,10
"l-4606953","Сумки",72,10
"l-4606955","Сумки",72,10
"l-4606956","Сумки",72,10
"l-4606957","Сумки",72,10
"l-4606958","Сумки",72,10
"l-4606959","Сумки",72,10
"l-4606960","Сумки",72,10
"l-4606961","Сумки",72,10
"l-4606962","Сумки",72,10
"l-4606967","Сумки",72,10
"l-4606968","Сумки",72,10
"l-4606969","Сумки",72,10
"l-4606970","Сумки",72,10
"l-4606972","Сумки",72,9
"l-4606973","Сумки",72,9
"l-4609235","Одяг",0,0
"l-4610408","Одяг",81,-1
"l-4610409","Одяг",81,-2
"l-4613326","Одяг",60,0
"l-4613327","Одяг",60,0
"l-4613331","Одяг",59,0
"l-4613332","Одяг",56,0
"l-4613335","Одяг",58,0
"l-4613336","Одяг",58,0
"l-4613337","Одяг",60,0
"l-4613338","Одяг",61,0
"l-4613339","Одяг",61,0
"l-4613340","Одяг",60,0
"l-4613341","Одяг",60,0
"l-4613342","Одяг",60,0
"l-4613343","Одяг",59,0
"l-4613344","Одяг",59,0
"l-4613345","Одяг",59,0
"l-4613346","Одяг",59,0
"l-4613348","Одяг",58,0
"l-4613349","Одяг",56,0
"l-4613350","Одяг",58,0
"l-4613351","Одяг",58,0
"l-4613352","Одяг",56,0
"l-4613355","Одяг",60,0
"l-4613356","Одяг",58,0
"l-4613979","Одяг",53,44
"l-4614019","Одяг",53,44
"l-4614020","Одяг",53,44
"l-4614139","Одяг",52,46
"l-4614141","Одяг",52,46
"l-4614205","Одяг",54,0
"l-4614253","Одяг",54,0
"l-4614447","Одяг",54,0
"l-4614448","Одяг",54,0
"l-4614497","Одяг",54,0
"l-4614498","Одяг",54,0
"l-4614499","Одяг",54,0
"l-4614500","Одяг",54,0
"l-4614503","Одяг",54,0
"l-4614504","Одяг",54,0
"l-4614505","Одяг",54,0
"l-4614520","Одяг",54,0
"l-4614521","Одяг",54,0
"l-4614622","Одяг",54,0
"l-4614715","Одяг",59,10
"l-4614716","Одяг",59,12
"l-4614717","Одяг",59,12
"l-4614796","Одяг",81,-1
"l-4615516","Одяг",50,0
"l-4616763","Одяг",71,32
"l-4616768","Одяг",49,32
"l-4616770","Одяг",68,24
"l-4617296","Сумки",53,0
"l-4619065","Одяг",91,0
"l-4619097","Одяг",89,0
"l-4619108","Одяг",89,0
"l-4619135","Одяг",88,6
"l-4619138","Одяг",89,8
"l-4619141","Одяг",89,0
"l-4619143","Одяг",89,25
"l-4619161","Одяг",89,20
"l-4619163","Одяг",90,20
"l-4619175","Одяг",89,0
"l-4619178","Одяг",89,25
"l-4619183","Одяг",89,25
"l-4619186","Одяг",89,8
"l-4619209","Одяг",91,33
"l-4619213","Одяг",90,20
"l-4619216","Одяг",89,25
"l-4619218","Одяг",90,0
"l-4619223","Одяг",89,0
"l-4619226","Одяг",89,0
"l-4619228","Одяг",90,6
"l-4619232","Одяг",91,29
"l-4619234","Одяг",89,0
"l-4619235","Одяг",89,0
"l-4619236","Одяг",89,25
"l-4619237","Одяг",89,6
"l-4619244","Одяг",89,17
"l-4619277","Одяг",88,0
"l-4619278","Одяг",88,20
"l-4619280","Одяг",89,6
"l-4619285","Одяг",89,20
"l-4619307","Одяг",90,33
"l-4619316","Одяг",91,33
"l-4619317","Одяг",90,33
"l-4619319","Одяг",90,33
"l-4619321","Одяг",90,20
"l-4619323","Одяг",88,20
"l-4619326","Одяг",89,29
"l-4619329","Одяг",90,29
"l-4619332","Одяг",91,43
"l-4619338","Одяг",89,20
"l-4619342","Одяг",89,20
"l-4619343","Одяг",89,0
"l-4619346","Одяг",89,33
"l-4619348","Одяг",90,33
"l-4619363","Одяг",89,0
"l-4619367","Одяг",91,29
"l-4619370","Одяг",89,5
"l-4619373","Одяг",91,33
"l-4619374","Одяг",91,40
"l-4619375","Одяг",91,25
"l-4619376","Одяг",88,0
"l-4619380","Одяг",89,20
"l-4619381","Одяг",89,25
"l-4619383","Одяг",90,33
"l-4619385","Одяг",90,29
"l-4619386","Одяг",91,33
"l-4619387","Одяг",89,21
"l-4619389","Одяг",91,25
"l-4619392","Одяг",88,20
"l-4619396","Одяг",88,0
"l-4619398","Одяг",88,0
"l-4619399","Одяг",88,6
"l-4619400","Одяг",88,8
"l-4619401","Одяг",88,0
"l-4619407","Одяг",89,0
"l-4619408","Одяг",89,5
"l-4619409","Одяг",89,0
"l-4619413","Одяг",88,0
"l-4619415","Одяг",89,33
"l-4619416","Одяг",90,20
"l-4619417","Одяг",90,25
"l-4619429","Одяг",90,20
"l-4619430","Одяг",88,6
"l-4619431","Одяг",91,25
"l-4619434","Одяг",90,33
"l-4619442","Одяг",88,0
"l-4619443","Одяг",89,0
"l-4619444","Одяг",88,11
"l-4619446","Одяг",89,8
"l-4619448","Одяг",91,25
"l-4619451","Одяг",88,0
"l-4619453","Одяг",88,0
"l-4619455","Одяг",91,0
"l-4619457","Одяг",91,0
"l-4619464","Одяг",91,0
"l-4619465","Одяг",91,0
"l-4619499","Одяг",89,23
"l-4619501","Одяг",91,25
"l-4619502","Одяг",91,33
"l-4619511","Одяг",91,25
"l-4619513","Одяг",91,25
"l-4619517","Одяг",89,8
"l-4619518","Одяг",88,11
"l-4619525","Одяг",90,20
"l-4619527","Одяг",89,0
"l-4619529","Одяг",90,20
"l-4619531","Одяг",91,0
"l-4619534","Одяг",90,0
"l-4619535","Одяг",90,0
"l-4619536","Одяг",90,0
"l-4619537","Одяг",90,0
"l-4619544","Одяг",90,0
"l-4619545","Одяг",90,0
"l-4619567","Одяг",90,0
"l-4619572","Одяг",92,0
"l-4619573","Одяг",92,0
"l-4619589","Одяг",90,0
"l-4619590","Одяг",90,33
"l-4619591","Одяг",90,0
"l-4619594","Одяг",90,20
"l-4619611","Одяг",90,0
"l-4619616","Одяг",89,0
"l-4619636","Одяг",91,0
"l-4619649","Одяг",90,0
"l-4619650","Одяг",91,0
"l-4619651","Одяг",92,0
"l-4619653","Одяг",92,0
"l-4619654","Одяг",91,6
"l-4619667","Одяг",91,0
"l-4619668","Одяг",89,0
"l-4619671","Одяг",89,0
"l-4619672","Одяг",91,0
"l-4619678","Одяг",90,20
"l-4619682","Одяг",91,0
"l-4619694","Одяг",90,20
"l-4619700","Одяг",90,0
"l-4619702","Одяг",90,17
"l-4619725","Одяг",92,0
"l-4619727","Одяг",91,8
"l-4619732","Одяг",90,21
"l-4619739","Одяг",89,14
"l-4619742","Одяг",88,8
"l-4619747","Одяг",89,27
"l-4619749","Одяг",91,40
"l-4619766","Одяг",90,40
"l-4619770","Одяг",90,0
"l-4619771","Одяг",89,0
"l-4619772","Одяг",90,33
"l-4619780","Одяг",91,39
"l-4619786","Одяг",89,20
"l-4619791","Одяг",89,20
"l-4619792","Одяг",90,33
"l-4619793","Одяг",90,20
"l-4619810","Одяг",86,0
"l-4619822","Одяг",88,0
"l-4619823","Одяг",87,0
"l-4619829","Одяг",87,0
"l-4619834","Одяг",87,10
"l-4619836","Одяг",87,0
"l-4619845","Одяг",88,29
"l-4619854","Одяг",88,25
"l-4619858","Одяг",88,20
"l-4619860","Одяг",87,17
"l-4619866","Одяг",85,0
"l-4619892","Одяг",87,0
"l-4619894","Одяг",88,40
"l-4619897","Одяг",87,0
"l-4619899","Одяг",88,33
"l-4619900","Одяг",87,0
"l-4619903","Одяг",87,8
"l-4619908","Одяг",89,9
"l-4619912","Одяг",88,20
"l-4619951","Одяг",87,21
"l-4619966","Одяг",86,0
"l-4619968","Одяг",88,10
"l-4619971","Одяг",88,0
"l-4619974","Одяг",86,0
"l-4619975","Одяг",86,8
"l-4619983","Одяг",88,0
"l-4619985","Одяг",89,33
"l-4619986","Одяг",89,33
"l-4619987","Одяг",89,25
"l-4619990","Одяг",86,0
"l-4619992","Одяг",88,17
"l-4620004","Одяг",87,20
"l-4620005","Одяг",87,20
"l-4620007","Одяг",89,39
"l-4620008","Одяг",88,20
"l-4620025","Одяг",89,0
"l-4620031","Одяг",88,6
"l-4620032","Одяг",88,0
"l-4620034","Одяг",90,25
"l-4620036","Одяг",90,40
"l-4620037","Одяг",90,29
"l-4620044","Одяг",89,6
"l-4620060","Одяг",91,25
"l-4620061","Одяг",90,32
"l-4620064","Одяг",89,20
"l-4620086","Одяг",88,0
"l-4620090","Одяг",88,0
"l-4620091","Одяг",90,29
"l-4620092","Одяг",89,0
"l-4620093","Одяг",89,8
"l-4620110","Одяг",90,31
"l-4620114","Одяг",90,25
"l-4620119","Одяг",88,0
"l-4620123","Одяг",88,8
"l-4620128","Одяг",89,0
"l-4620129","Одяг",90,0
"l-4620135","Одяг",89,0
"l-4620141","Одяг",90,24
"l-4620152","Одяг",90,20
"l-4620153","Одяг",91,33
"l-4620155","Одяг",91,33
"l-4620158","Одяг",91,33
"l-4620159","Одяг",90,20
"l-4620172","Одяг",90,20
"l-4620175","Одяг",88,6
"l-4620177","Одяг",89,0
"l-4620178","Одяг",89,20
"l-4620180","Одяг",89,0
"l-4620182","Одяг",91,9
"l-4620183","Одяг",88,0
"l-4620184","Одяг",88,0
"l-4620186","Одяг",91,0
"l-4620192","Одяг",88,11
"l-4620235","Одяг",65,0
"l-4620243","Одяг",65,0
"l-4620317","Одяг",65,0
"l-4620344","Одяг",65,0
"l-4620357","Одяг",65,0
"l-4620374","Одяг",65,0
"l-4620532","Одяг",65,0
"l-4620762","Одяг",65,0
"l-4620879","Одяг",65,0
"l-4620913","Одяг",65,0
"l-4620915","Одяг",65,0
"l-4620919","Одяг",65,0
"l-4620949","Одяг",65,0
"l-4620952","Одяг",65,0
"l-4620955","Одяг",65,0
"l-4621361","Одяг",65,0
"l-4621366","Одяг",65,0
"l-4621487","Одяг",75,40
"l-4621488","Одяг",75,40
"l-4621490","Одяг",73,35
"l-4621492","Одяг",75,40
"l-4621518","Одяг",73,0
"l-4621522","Одяг",67,0
"l-4621529","Одяг",67,0
"l-4621537","Одяг",67,0
"l-4621541","Одяг",67,0
"l-4621544","Одяг",67,0
"l-4621557","Одяг",67,0
"l-4621558","Одяг",67,0
"l-4621561","Одяг",67,0
"l-4621570","Одяг",67,0
"l-4621573","Одяг",67,0
"l-4621574","Одяг",67,0
"l-4621575","Одяг",67,0
"l-4621577","Одяг",67,0
"l-4621650","Одяг",50,0
"l-4621654","Одяг",50,0
"l-4621672","Одяг",50,0
"l-4621674","Одяг",50,0
"l-4621675","Одяг",50,0
"l-4621676","Одяг",50,0
"l-4621677","Одяг",50,0
"l-4621678","Одяг",50,0
"l-4621679","Одяг",50,0
"l-4621680","Одяг",49,0
"l-4622197","Одяг",21,-21
"l-4622214","Одяг",29,-10
"l-4622563","Одяг",67,0
"l-4622597","Одяг",67,0
"l-4622598","Одяг",67,0
"l-4622601","Одяг",67,0
"l-4622603","Одяг",67,0
"l-4622622","Одяг",67,0
"l-4622671","Одяг",67,0
"l-4622673","Одяг",67,0
"l-4622682","Одяг",67,0
"l-4622691","Одяг",67,0
"l-4622694","Одяг",67,0
"l-4622696","Одяг",67,0
"l-4622820","Одяг",67,0
"l-4622860","Одяг",73,0
"l-4623016","Одяг",67,0
"l-4623044","Одяг",67,0
"l-4623056","Одяг",73,0
"l-4623073","Одяг",73,0
"l-4625287","Одяг",65,0
"l-4625290","Одяг",65,0
"l-4625301","Одяг",65,0
"l-4625306","Одяг",65,0
"l-4625311","Одяг",65,0
"l-4625318","Одяг",65,0
"l-4625345","Одяг",65,0
"l-4625440","Одяг",65,0
"l-4625570","Одяг",65,0
"l-4625640","Одяг",65,0
"l-4625646","Одяг",64,0
"l-4625731","Одяг",90,29
"l-4625739","Одяг",90,33
"l-4625744","Одяг",90,20
"l-4625965","Одяг",64,0
"l-4625971","Одяг",90,14
"l-4628002","Одяг",59,0
"l-4629364","Одяг",81,-2
"l-4629367","Одяг",81,-1
"l-4631394","Одяг",65,0
"l-4632337","Одяг",25,0
"l-4632338","Одяг",25,0
"l-4632570","Одяг",71,0
"l-4632573","Одяг",71,0
"l-4632597","Одяг",71,0
"l-4632613","Одяг",71,0
"l-4632616","Одяг",71,0
"l-4632617","Одяг",71,0
"l-4632618","Одяг",71,0
"l-4632623","Одяг",71,0
"l-4632629","Одяг",71,0
"l-4632636","Одяг",71,0
"l-4632641","Одяг",71,0
"l-4632651","Одяг",71,0
"l-4632655","Одяг",71,0
"l-4632662","Одяг",71,0
"l-4636884","Одяг",81,-1
"l-4636885","Одяг",81,-1
"l-4637006","Одяг",81,-2
"l-4639439","Одяг",71,-11
"l-4639441","Одяг",71,-11
"l-4639442","Одяг",71,-11
"l-4639443","Одяг",71,-11
"l-4639448","Одяг",71,-11
"l-4639455","Одяг",71,-11
"l-4639644","Сумки",34,15
"l-4640277","Одяг",71,-11
"l-4640279","Одяг",71,-11
"l-4640280","Одяг",71,-11
"l-4640281","Одяг",71,-11
"l-4640293","Одяг",71,-11
"l-4640298","Одяг",71,-7
"l-4640316","Одяг",71,-11
"l-4640317","Одяг",71,-7
"l-4640324","Одяг",71,-7
"l-4640331","Одяг",71,-11
"l-4640901","Одяг",71,-7
"l-4640906","Одяг",71,-7
"l-4640916","Одяг",71,-11
"l-4640958","Одяг",71,-11
"l-4640968","Одяг",71,-11
"l-4640971","Одяг",71,-7
"l-4640974","Одяг",71,-11
"l-4640977","Одяг",71,-11
"l-4640986","Одяг",71,-11
"l-4641015","Одяг",65,0
"l-4641087","Одяг",65,0
"l-4641101","Одяг",65,0
"l-4645087","Одяг",50,7
"l-4645090","Одяг",50,4
"l-4645094","Одяг",50,7
"l-4645119","Одяг",50,0
